state,date,est_infections,est_population,infection_rate,scaled_ir,severe
Vermont,2020-07-31,0.00368937880394515,623989,5.9125702599647595e-09,2.600184804108033e-05,0
Vermont,2020-08-01,0.0034584760476136602,623989,5.542527268291044e-09,2.437449872177229e-05,0
Vermont,2020-08-02,0.00324527201801538,623989,5.2008481207447245e-09,2.2871885942467088e-05,0
Vermont,2020-08-03,0.00301236238225829,623989,4.827588919449365e-09,2.123039260028522e-05,0
Virginia,2020-05-04,1564.29294775703,8535519,0.00018326863870340282,0.8059660664832096,0
Virginia,2020-05-05,1465.56325188129,8535519,0.00017170171513662964,0.755097854906664,0
Virginia,2020-05-06,1375.32566002488,8535519,0.0001611297051796007,0.7086050051718994,0
Virginia,2020-05-07,1324.24821901402,8535519,0.00015514560028675702,0.6822885250786249,0
Virginia,2020-05-08,1258.63096279541,8535519,0.0001474580471082555,0.6484807386492855,0
Virginia,2020-05-09,1166.9904473372999,8535519,0.00013672167414041254,0.6012650647027776,0
Virginia,2020-05-10,1113.04708623695,8535519,0.00013040180523726208,0.5734719850091446,0
Virginia,2020-05-11,1073.24120199164,8535519,0.00012573824766738144,0.5529629160423937,0
Virginia,2020-05-12,1024.67766760261,8535519,0.00012004866576978037,0.5279416686831883,0
Virginia,2020-05-13,970.25428809425,8535519,0.00011367255911377503,0.49990127051335914,0
Virginia,2020-05-14,889.5804986521091,8535519,0.00010422102026275251,0.4583359506405075,0
Virginia,2020-05-15,818.781331641153,8535519,9.592636741141962e-05,0.42185830351507525,0
Virginia,2020-05-16,763.724908010502,8535519,8.947609489364407e-05,0.3934917438791912,0
Virginia,2020-05-17,720.1260277282711,8535519,8.436815942044896e-05,0.3710284206913199,0
Virginia,2020-05-18,686.6359392505269,8535519,8.044454464345132e-05,0.3537734206501244,0
Virginia,2020-05-19,658.70747659549,8535519,7.717251599996322e-05,0.33938392076619783,0
Virginia,2020-05-20,635.7798289311451,8535519,7.448637029935087e-05,0.32757097611973335,0
Virginia,2020-05-21,603.677670783715,8535519,7.072536195909295e-05,0.31103107535104835,0
Virginia,2020-05-22,568.110679290758,8535519,6.655842243345225e-05,0.29270599866204483,0
Virginia,2020-05-23,529.52216088932,8535519,6.20374883928347e-05,0.2728241495278159,0
Virginia,2020-05-24,487.362893548023,8535519,5.709821436142583e-05,0.2511025538923107,0
Virginia,2020-05-25,444.788058233828,8535519,5.2110253428505985e-05,0.2291668463892228,0
Virginia,2020-05-26,412.07110548724,8535519,4.827721729484054e-05,0.21231018680275066,0
Virginia,2020-05-27,391.957625411925,8535519,4.592077241137006e-05,0.20194717746765187,0
Virginia,2020-05-28,369.343133667733,8535519,4.327131527300601e-05,0.1902955792272661,0
Virginia,2020-05-29,343.623391430512,8535519,4.025805477446796e-05,0.17704407188479637,0
Virginia,2020-05-30,320.79977461745096,8535519,3.758409706749536e-05,0.16528472674865816,0
Virginia,2020-05-31,304.36005287207,8535519,3.565806049662241e-05,0.1568145371406999,0
Virginia,2020-06-01,289.47403649708303,8535519,3.3914052150441356e-05,0.1491448585928414,0
Virginia,2020-06-02,274.067459596689,8535519,3.2109056238605875e-05,0.14120697317257308,0
Virginia,2020-06-03,257.928665733925,8535519,3.0218275623769923e-05,0.1328918297547855,0
